Episode,Step,Action,Reward,Epsilon,AvgWait,Phase,N_Queue,S_Queue,E_Queue,W_Queue,Q0,Q1
51,1,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-14.04441,-14.125835
51,2,2,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
51,3,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
51,4,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
51,5,0,-0.2,0.7783125570686419,0.0,0,1,1,1,1,-13.958508,-14.098538
51,6,2,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-14.04441,-14.125835
51,7,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
51,8,2,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
51,9,2,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
51,10,0,-0.2,0.7783125570686419,0.0,0,1,1,1,1,-13.958508,-14.098538
51,11,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-14.04441,-14.125835
51,12,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
51,13,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
51,14,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
51,15,0,-0.2,0.7783125570686419,0.0,0,1,1,1,1,-13.958508,-14.098538
51,16,2,-0.15,0.7783125570686419,0.0625,1,0,0,0,1,-14.04441,-14.125835
51,17,0,-0.3,0.7783125570686419,0.1875,1,0,0,1,1,-11.937194,-12.124849
51,18,0,-0.3,0.7783125570686419,0.3125,1,0,0,1,1,-11.8235445,-12.001716
51,19,0,0.0,0.7783125570686419,0.0,2,0,0,0,0,-11.8235445,-12.001716
51,20,0,-0.7,0.7783125570686419,0.0,2,1,1,1,1,-14.43449,-14.444471
51,21,2,-0.5,0.7783125570686419,0.0,2,0,0,0,0,-13.990112,-14.053022
51,22,0,-0.65,0.7783125570686419,0.05,2,1,0,0,0,-14.43449,-14.444471
51,23,0,-0.8,0.7783125570686419,0.16666666666666666,2,1,1,0,0,-14.46121,-14.49383
51,24,0,-0.8,0.7783125570686419,0.2777777777777778,2,1,1,0,0,-14.471025,-14.535009
51,25,2,-1.0,0.7783125570686419,0.3181818181818182,2,2,2,1,1,-14.471025,-14.535009
51,26,2,-0.8,0.7783125570686419,0.4090909090909091,2,1,1,0,0,-13.841663,-13.982146
51,27,0,-1.1,0.7783125570686419,0.5909090909090909,2,2,2,0,0,-14.471025,-14.535009
51,28,0,-1.1,0.7783125570686419,0.7727272727272727,2,2,2,0,0,-13.899674,-14.12301
51,29,2,-0.6,0.7783125570686419,0.9545454545454546,2,2,2,0,0,-13.899674,-14.12301
51,30,2,-0.8,0.7783125570686419,1.0416666666666667,2,3,3,1,1,-13.899674,-14.12301
51,31,0,-0.75,0.7783125570686419,1.25,3,2,3,0,0,-12.894735,-13.3076725
51,32,2,-0.9,0.7783125570686419,1.5,3,3,3,0,0,-11.297911,-11.2466545
51,33,0,-0.9,0.7783125570686419,1.75,3,3,3,0,0,-11.056118,-11.052859
51,34,2,2.9,0.7783125570686419,0.2916666666666667,0,1,1,0,0,-11.056118,-11.052859
51,35,2,0.0,0.7783125570686419,0.0,0,1,1,1,1,-13.36044,-13.541234
51,36,2,-0.5,0.7783125570686419,0.0,0,0,0,0,0,-14.04441,-14.125835
51,37,2,-0.5,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
51,38,0,-0.8,0.7783125570686419,0.08333333333333333,0,0,0,1,1,-13.958508,-14.098538
51,39,2,-0.8,0.7783125570686419,0.18181818181818182,0,0,0,1,1,-14.541338,-14.608534
51,40,0,-1.0,0.7783125570686419,0.23076923076923078,0,1,1,2,2,-14.541338,-14.608534
51,41,2,-0.8,0.7783125570686419,0.3076923076923077,0,0,0,1,1,-14.35186,-14.244039
51,42,2,-0.8,0.7783125570686419,0.38461538461538464,0,0,0,1,1,-14.541338,-14.608534
51,43,2,-1.1,0.7783125570686419,0.5384615384615384,0,0,0,2,2,-14.541338,-14.608534
51,44,2,-0.6,0.7783125570686419,0.72,1,0,0,2,2,-14.364549,-14.191457
51,45,0,-0.95,0.7783125570686419,0.7931034482758621,1,1,1,4,3,-11.481572,-11.644258
51,46,0,-0.9,0.7783125570686419,1.0,1,0,0,3,3,-10.642648,-10.781193
51,47,2,1.65,0.7783125570686419,0.21428571428571427,2,0,1,1,1,-10.981932,-11.079113
51,48,0,-0.3,0.7783125570686419,0.10714285714285714,2,1,1,0,0,-13.946492,-13.9827
51,49,2,-0.8,0.7783125570686419,0.17857142857142858,2,1,1,0,0,-14.471025,-14.535009
51,50,0,-1.0,0.7783125570686419,0.23333333333333334,2,2,2,1,1,-14.471025,-14.535009
52,1,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-14.04441,-14.125835
52,2,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
52,3,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
52,4,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
52,5,0,-0.2,0.7783125570686419,0.0,0,1,1,1,1,-13.958508,-14.098538
52,6,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-14.04441,-14.125835
52,7,2,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
52,8,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
52,9,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
52,10,2,-0.2,0.7783125570686419,0.0,1,1,1,1,1,-13.958508,-14.098538
52,11,2,-0.0,0.7783125570686419,0.0,1,0,0,0,0,-11.503624,-11.696076
52,12,2,-0.0,0.7783125570686419,0.0,1,0,0,0,0,-12.037071,-12.207491
52,13,0,-0.5,0.7783125570686419,0.0,2,0,0,0,0,-12.037071,-12.207491
52,14,2,-0.5,0.7783125570686419,0.0,2,0,0,0,0,-14.43449,-14.444471
52,15,0,-0.7,0.7783125570686419,0.0,2,1,1,1,1,-14.43449,-14.444471
52,16,0,-0.8,0.7783125570686419,0.125,2,1,1,0,0,-13.990112,-14.053022
52,17,0,-0.8,0.7783125570686419,0.25,2,1,1,0,0,-14.471025,-14.535009
52,18,2,-0.8,0.7783125570686419,0.375,2,1,1,0,0,-14.471025,-14.535009
52,19,0,-0.8,0.7783125570686419,0.5,2,1,1,0,0,-14.471025,-14.535009
52,20,0,-1.0,0.7783125570686419,0.5,2,2,2,1,1,-14.471025,-14.535009
52,21,2,-0.8,0.7783125570686419,0.6,2,1,1,0,0,-13.841663,-13.982146
52,22,2,-1.1,0.7783125570686419,0.8,2,2,2,0,0,-14.471025,-14.535009
52,23,0,-0.6,0.7783125570686419,1.0526315789473684,3,2,2,0,0,-13.899674,-14.12301
52,24,2,-0.6,0.7783125570686419,1.3333333333333333,3,2,2,0,0,-11.526938,-11.444405
52,25,2,-0.8,0.7783125570686419,1.2727272727272727,3,3,3,1,1,-11.526938,-11.444405
52,26,2,2.0,0.7783125570686419,0.09090909090909091,0,1,1,0,0,-10.512305,-10.624274
52,27,0,-0.6,0.7783125570686419,0.09090909090909091,0,0,0,1,1,-13.36044,-13.541234
52,28,0,-0.8,0.7783125570686419,0.18181818181818182,0,0,0,1,1,-14.541338,-14.608534
52,29,2,-0.8,0.7783125570686419,0.2857142857142857,0,0,0,1,1,-14.541338,-14.608534
52,30,0,-1.0,0.7783125570686419,0.3333333333333333,0,1,1,2,2,-14.541338,-14.608534
52,31,0,-0.8,0.7783125570686419,0.4166666666666667,0,0,0,1,1,-14.35186,-14.244039
52,32,2,-0.95,0.7783125570686419,0.5416666666666666,0,0,0,1,2,-14.541338,-14.608534
52,33,0,-1.1,0.7783125570686419,0.7083333333333334,0,0,0,2,2,-14.550432,-14.541052
52,34,0,-1.1,0.7783125570686419,0.875,0,0,0,2,2,-14.364549,-14.191457
52,35,2,-1.45,0.7783125570686419,0.9285714285714286,0,1,1,3,4,-14.364549,-14.191457
52,36,2,-0.9,0.7783125570686419,1.1428571428571428,1,0,0,3,3,-13.778073,-13.120977
52,37,0,-0.9,0.7783125570686419,1.3571428571428572,1,0,0,3,3,-10.981932,-11.079113
52,38,2,-0.9,0.7783125570686419,1.5714285714285714,1,0,0,3,3,-10.981932,-11.079113
52,39,2,2.9,0.7783125570686419,0.32142857142857145,2,0,0,1,1,-10.981932,-11.079113
52,40,0,0.2,0.7783125570686419,0.0,2,1,1,1,1,-13.8058,-13.823603
52,41,2,-0.5,0.7783125570686419,0.0,2,0,0,0,0,-13.990112,-14.053022
52,42,0,-0.8,0.7783125570686419,0.07142857142857142,2,1,1,0,0,-14.43449,-14.444471
52,43,0,-0.8,0.7783125570686419,0.15384615384615385,2,1,1,0,0,-14.471025,-14.535009
52,44,2,-0.8,0.7783125570686419,0.23076923076923078,2,1,1,0,0,-14.471025,-14.535009
52,45,0,-1.0,0.7783125570686419,0.2962962962962963,2,2,2,1,1,-14.471025,-14.535009
52,46,0,-0.8,0.7783125570686419,0.38461538461538464,2,1,1,0,0,-13.841663,-13.982146
52,47,0,-0.95,0.7783125570686419,0.5,2,2,1,0,0,-14.471025,-14.535009
52,48,0,-1.1,0.7783125570686419,0.6538461538461539,2,2,2,0,0,-14.316097,-14.413063
52,49,2,-0.6,0.7783125570686419,0.8076923076923077,2,2,2,0,0,-13.899674,-14.12301
52,50,2,-0.8,0.7783125570686419,0.8620689655172413,2,3,3,1,1,-13.899674,-14.12301
53,1,2,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-14.04441,-14.125835
53,2,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
53,3,2,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
53,4,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
53,5,2,-0.2,0.7783125570686419,0.0,0,1,1,1,1,-13.958508,-14.098538
53,6,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-14.04441,-14.125835
53,7,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
53,8,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
53,9,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
53,10,0,-0.2,0.7783125570686419,0.0,0,1,1,1,1,-13.958508,-14.098538
53,11,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-14.04441,-14.125835
53,12,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
53,13,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
53,14,2,-0.0,0.7783125570686419,0.0,1,0,0,0,0,-13.958508,-14.098538
53,15,2,-0.2,0.7783125570686419,0.0,1,1,1,1,1,-12.037071,-12.207491
53,16,2,-0.45,0.7783125570686419,0.1875,1,1,1,0,1,-11.503624,-11.696076
53,17,0,-0.7,0.7783125570686419,0.25,2,1,1,0,0,-11.605454,-11.800967
53,18,0,-0.8,0.7783125570686419,0.375,2,1,1,0,0,-14.471025,-14.535009
53,19,0,-0.8,0.7783125570686419,0.5,2,1,1,0,0,-14.471025,-14.535009
53,20,2,-1.0,0.7783125570686419,0.5,2,2,2,1,1,-14.471025,-14.535009
53,21,0,-0.8,0.7783125570686419,0.6,2,1,1,0,0,-13.841663,-13.982146
53,22,0,-1.1,0.7783125570686419,0.8,2,2,2,0,0,-14.471025,-14.535009
53,23,0,-1.1,0.7783125570686419,1.0,2,2,2,0,0,-13.899674,-14.12301
53,24,0,-1.1,0.7783125570686419,1.2,2,2,2,0,0,-13.899674,-14.12301
53,25,0,-1.3,0.7783125570686419,1.1666666666666667,2,3,3,1,1,-13.899674,-14.12301
53,26,0,-1.4,0.7783125570686419,1.4166666666666667,2,3,3,0,0,-12.894735,-13.3076725
53,27,2,-0.9,0.7783125570686419,1.6666666666666667,2,3,3,0,0,-12.925502,-13.434546
53,28,2,-0.9,0.7744209942832987,1.9166666666666667,2,3,3,0,0,-12.925502,-13.434546
53,29,0,-0.9,0.7705488893118821,2.1666666666666665,3,3,3,0,0,-12.869883,-13.36982
53,30,0,-1.1,0.7666961448653228,2.1481481481481484,3,4,4,1,1,-10.957857,-10.933546
53,31,2,-1.05,0.7628626641409961,2.4074074074074074,3,3,3,1,0,-9.903224,-10.062786
53,32,2,4.1,0.7590483508202911,0.6538461538461539,0,1,1,1,1,-10.595666,-10.603621
53,33,2,0.6,0.7552531090661896,0.2,0,0,0,1,1,-13.794933,-13.859601
53,34,0,-0.8,0.7514768435208586,0.2916666666666667,0,0,0,1,1,-14.263264,-14.303716
53,35,0,-1.0,0.7477194593032543,0.3333333333333333,0,1,1,2,2,-14.229705,-14.262765
53,36,0,-0.8,0.7439808620067381,0.4230769230769231,0,0,0,1,1,-14.021189,-13.855275
53,37,2,-0.8,0.7402609576967044,0.5,0,0,0,1,1,-14.183147,-14.195465
53,38,0,-0.8,0.7365596529082209,0.5769230769230769,0,0,0,1,1,-14.170875,-14.1703
53,39,2,-1.1,0.7328768546436798,0.7307692307692307,0,0,0,2,2,-14.166252,-14.151864
53,40,2,-1.45,0.7292124703704614,0.8,0,1,1,3,4,-14.022731,-13.74768
53,41,0,-1.25,0.7255664080186092,0.9666666666666667,0,0,0,2,3,-13.451442,-12.697716
53,42,0,-0.75,0.7219385759785161,1.1333333333333333,0,0,0,2,3,-13.792897,-13.300192
53,43,0,-0.9,0.7183288830986235,1.3333333333333333,0,0,0,3,3,-13.811792,-13.307987
53,44,0,-0.9,0.7147372386831304,1.5862068965517242,0,0,0,3,3,-13.644021,-12.957166
53,45,2,-1.1,0.7111635524897147,1.5757575757575757,1,1,1,4,4,-13.669284,-12.972152
53,46,0,-0.9,0.7076077347272661,1.8125,1,0,0,3,3,-10.280262,-10.221318
53,47,2,-1.05,0.7040696960536298,2.03125,1,0,1,3,3,-10.935972,-10.859275
53,48,2,4.15,0.7005493475733616,0.6071428571428571,2,0,1,1,1,-10.9590025,-10.907706
53,49,2,0.85,0.6970466008354949,0.1111111111111111,2,0,1,0,0,-13.997733,-13.779835
53,50,0,-0.85,0.6935613678313174,0.13793103448275862,2,1,2,1,1,-14.462831,-14.263866
