Episode,Step,Action,Reward,Epsilon,AvgWait,Phase,N_Queue,S_Queue,E_Queue,W_Queue,Q0,Q1
3,1,2,-0.0,0.990025,0.0,0,0,0,0,0,0.0520574,0.0021580919
3,2,2,-0.0,0.990025,0.0,0,0,0,0,0,0.047528874,-0.0014321237
3,3,0,-0.0,0.990025,0.0,0,0,0,0,0,0.047528874,-0.0014321237
3,4,2,-0.0,0.990025,0.0,0,0,0,0,0,0.047528874,-0.0014321237
3,5,0,-0.2,0.990025,0.0,0,1,1,1,1,0.047528874,-0.0014321237
3,6,2,-0.0,0.990025,0.0,0,0,0,0,0,0.0520574,0.0021580919
3,7,0,-0.0,0.990025,0.0,0,0,0,0,0,0.047528874,-0.0014321237
3,8,0,-0.0,0.990025,0.0,0,0,0,0,0,0.047528874,-0.0014321237
3,9,0,-0.0,0.990025,0.0,0,0,0,0,0,0.047528874,-0.0014321237
3,10,0,-0.2,0.990025,0.0,0,1,1,1,1,0.047528874,-0.0014321237
3,11,0,-0.0,0.990025,0.0,0,0,0,0,0,0.0520574,0.0021580919
3,12,2,-0.0,0.990025,0.0,1,0,0,0,0,0.047528874,-0.0014321237
3,13,0,-0.0,0.990025,0.0,1,0,0,0,0,0.0068883137,-0.017498454
3,14,0,-0.0,0.990025,0.0,1,0,0,0,0,0.0068883137,-0.017498454
3,15,0,-0.7,0.990025,0.0,2,1,1,1,1,0.0068883137,-0.017498454
3,16,0,-0.8,0.990025,0.125,2,1,1,0,0,0.03674762,-0.02274562
3,17,2,-0.8,0.990025,0.25,2,1,1,0,0,0.03384248,-0.02254728
3,18,2,-0.8,0.990025,0.375,2,1,1,0,0,0.03384248,-0.02254728
3,19,0,-0.8,0.990025,0.5,2,1,1,0,0,0.03384248,-0.02254728
3,20,0,-1.0,0.990025,0.5,2,2,2,1,1,0.03384248,-0.02254728
3,21,2,-0.8,0.990025,0.6,2,1,1,0,0,0.036298297,-0.021681312
3,22,0,-1.1,0.990025,0.8,2,2,2,0,0,0.03384248,-0.02254728
3,23,0,-1.1,0.990025,1.0,2,2,2,0,0,0.03327868,-0.021621551
3,24,2,-1.1,0.990025,1.2,2,2,2,0,0,0.03327868,-0.021621551
3,25,2,-0.8,0.990025,1.2727272727272727,2,3,3,1,1,0.03327868,-0.021621551
3,26,0,-0.9,0.990025,1.5454545454545454,3,3,3,0,0,0.035955902,-0.021257108
3,27,0,-0.9,0.990025,1.8181818181818181,3,3,3,0,0,0.019251356,-0.052370366
3,28,0,-0.9,0.990025,2.090909090909091,3,3,3,0,0,0.019251356,-0.052370366
3,29,2,3.2,0.990025,0.38095238095238093,0,1,1,0,0,0.019251356,-0.052370366
3,30,2,0.1,0.990025,0.0,0,1,1,1,1,0.049429685,0.00019724062
3,31,2,-0.5,0.990025,0.0,0,0,0,0,0,0.0520574,0.0021580919
3,32,2,-0.65,0.990025,0.041666666666666664,0,0,0,1,0,0.047528874,-0.0014321237
3,33,2,-0.8,0.990025,0.125,0,0,0,1,1,0.04888669,0.00068383204
3,34,0,-0.8,0.990025,0.22727272727272727,0,0,0,1,1,0.049715333,0.00022547023
3,35,0,-1.0,0.990025,0.2692307692307692,0,1,1,2,2,0.049715333,0.00022547023
3,36,0,-0.8,0.990025,0.34615384615384615,0,0,0,1,1,0.05390779,0.005009398
3,37,0,-0.8,0.990025,0.4230769230769231,0,0,0,1,1,0.049715333,0.00022547023
3,38,0,-1.1,0.990025,0.5769230769230769,0,0,0,2,2,0.049715333,0.00022547023
3,39,2,-0.6,0.990025,0.76,1,0,0,2,2,0.05234779,0.00212592
3,40,0,-0.8,0.990025,0.7931034482758621,1,1,1,3,3,0.012416027,-0.022006752
3,41,2,-0.6,0.990025,0.9310344827586207,1,0,0,2,2,0.01682549,-0.024817782
3,42,2,1.9,0.990025,0.07142857142857142,2,1,0,0,1,0.012416027,-0.022006752
3,43,0,-0.7,0.990025,0.10714285714285714,2,1,1,0,0,0.036912505,-0.024409086
3,44,0,-0.8,0.990025,0.17857142857142858,2,1,1,0,0,0.03384248,-0.02254728
3,45,2,-1.0,0.990025,0.2413793103448276,2,2,2,1,1,0.03384248,-0.02254728
3,46,2,-0.8,0.990025,0.32142857142857145,2,1,1,0,0,0.036298297,-0.021681312
