Episode,Step,Action,Reward,Epsilon,AvgWait,Phase,N_Queue,S_Queue,E_Queue,W_Queue,Q0,Q1
13,1,2,-0.0,0.9416228069143757,0.0,0,0,0,0,0,-13.073471,-13.032325
13,2,2,-0.0,0.9416228069143757,0.0,0,0,0,0,0,-12.909265,-12.869541
13,3,0,-0.0,0.9416228069143757,0.0,0,0,0,0,0,-12.909265,-12.869541
13,4,2,-0.0,0.9416228069143757,0.0,0,0,0,0,0,-12.909265,-12.869541
13,5,0,-0.2,0.9416228069143757,0.0,0,1,1,1,1,-12.909265,-12.869541
13,6,2,-0.0,0.9416228069143757,0.0,0,0,0,0,0,-13.073471,-13.032325
13,7,0,-0.0,0.9416228069143757,0.0,0,0,0,0,0,-12.909265,-12.869541
13,8,0,-0.0,0.9416228069143757,0.0,0,0,0,0,0,-12.909265,-12.869541
13,9,2,-0.0,0.9416228069143757,0.0,0,0,0,0,0,-12.909265,-12.869541
13,10,2,-0.2,0.9416228069143757,0.0,1,1,1,1,1,-12.909265,-12.869541
13,11,2,-0.0,0.9416228069143757,0.0,1,0,0,0,0,-11.060966,-11.184028
13,12,0,-0.0,0.9416228069143757,0.0,1,0,0,0,0,-10.981341,-11.078537
13,13,2,-0.5,0.9416228069143757,0.0,2,0,0,0,0,-10.981341,-11.078537
13,14,0,-0.5,0.9416228069143757,0.0,2,0,0,0,0,-13.72028,-13.90047
13,15,0,-0.7,0.9416228069143757,0.0,2,1,1,1,1,-13.72028,-13.90047
13,16,0,-0.8,0.9416228069143757,0.125,2,1,1,0,0,-13.810112,-14.009109
13,17,2,-0.8,0.9416228069143757,0.25,2,1,1,0,0,-13.822282,-14.013074
13,18,0,-0.8,0.9416228069143757,0.375,2,1,1,0,0,-13.822282,-14.013074
13,19,0,-0.8,0.9416228069143757,0.5,2,1,1,0,0,-13.822282,-14.013074
13,20,2,-1.0,0.9416228069143757,0.5,2,2,2,1,1,-13.822282,-14.013074
13,21,2,-0.8,0.9416228069143757,0.6,2,1,1,0,0,-13.9014,-14.114153
13,22,0,-1.1,0.9416228069143757,0.8,2,2,2,0,0,-13.822282,-14.013074
13,23,0,-0.6,0.9416228069143757,1.0526315789473684,3,2,2,0,0,-13.91361,-14.118148
13,24,0,-0.6,0.9416228069143757,1.3333333333333333,3,2,2,0,0,-11.438566,-12.019792
13,25,2,-0.8,0.9416228069143757,1.2727272727272727,3,3,3,1,1,-11.438566,-12.019792
13,26,0,2.0,0.9416228069143757,0.09090909090909091,0,1,1,0,0,-11.521338,-12.127884
13,27,2,-0.6,0.9416228069143757,0.09090909090909091,0,0,0,1,1,-12.829027,-12.8034115
13,28,0,-0.8,0.9416228069143757,0.18181818181818182,0,0,0,1,1,-13.165435,-13.111268
13,29,2,-0.8,0.9416228069143757,0.2857142857142857,0,0,0,1,1,-13.165435,-13.111268
13,30,0,-1.0,0.9416228069143757,0.3333333333333333,0,1,1,2,2,-13.165435,-13.111268
13,31,2,-0.8,0.9416228069143757,0.4166666666666667,0,0,0,1,1,-13.328459,-13.2728615
13,32,0,-0.95,0.9416228069143757,0.5416666666666666,0,0,0,1,2,-13.165435,-13.111268
13,33,2,-1.1,0.9416228069143757,0.7083333333333334,0,0,0,2,2,-13.299465,-13.235812
13,34,0,-1.1,0.9416228069143757,0.875,0,0,0,2,2,-13.420921,-13.352306
13,35,2,-1.45,0.9416228069143757,0.9285714285714286,0,1,1,3,4,-13.420921,-13.352306
