Episode,Step,Action,Reward,Epsilon,AvgWait,Phase,N_Queue,S_Queue,E_Queue,W_Queue,Q0,Q1
51,1,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-14.04441,-14.125835
51,2,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
51,3,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
51,4,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
51,5,0,-0.2,0.7783125570686419,0.0,0,1,1,1,1,-13.958508,-14.098538
51,6,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-14.04441,-14.125835
51,7,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
51,8,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
51,9,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
51,10,2,-0.2,0.7783125570686419,0.0,1,1,1,1,1,-13.958508,-14.098538
51,11,0,-0.0,0.7783125570686419,0.0,1,0,0,0,0,-11.503624,-11.696076
51,12,0,-0.0,0.7783125570686419,0.0,1,0,0,0,0,-12.037071,-12.207491
51,13,2,-0.5,0.7783125570686419,0.0,2,0,0,0,0,-12.037071,-12.207491
51,14,0,-0.5,0.7783125570686419,0.0,2,0,0,0,0,-14.43449,-14.444471
51,15,0,-0.7,0.7783125570686419,0.0,2,1,1,1,1,-14.43449,-14.444471
51,16,2,-0.8,0.7783125570686419,0.125,2,1,1,0,0,-13.990112,-14.053022
51,17,0,-0.8,0.7783125570686419,0.25,2,1,1,0,0,-14.471025,-14.535009
51,18,0,-0.8,0.7783125570686419,0.375,2,1,1,0,0,-14.471025,-14.535009
51,19,2,-0.8,0.7783125570686419,0.5,2,1,1,0,0,-14.471025,-14.535009
51,20,0,-1.0,0.7783125570686419,0.5,2,2,2,1,1,-14.471025,-14.535009
51,21,2,-0.8,0.7783125570686419,0.6,2,1,1,0,0,-13.841663,-13.982146
51,22,2,-1.1,0.7783125570686419,0.8,2,2,2,0,0,-14.471025,-14.535009
51,23,0,-0.6,0.7783125570686419,1.0526315789473684,3,2,2,0,0,-13.899674,-14.12301
51,24,2,-0.6,0.7783125570686419,1.3333333333333333,3,2,2,0,0,-11.526938,-11.444405
51,25,2,-0.8,0.7783125570686419,1.2727272727272727,3,3,3,1,1,-11.526938,-11.444405
51,26,0,2.0,0.7783125570686419,0.09090909090909091,0,1,1,0,0,-10.512305,-10.624274
51,27,0,-0.6,0.7783125570686419,0.09090909090909091,0,0,0,1,1,-13.36044,-13.541234
51,28,0,-0.8,0.7783125570686419,0.18181818181818182,0,0,0,1,1,-14.541338,-14.608534
51,29,2,-0.8,0.7783125570686419,0.2857142857142857,0,0,0,1,1,-14.541338,-14.608534
51,30,0,-1.0,0.7783125570686419,0.3333333333333333,0,1,1,2,2,-14.541338,-14.608534
51,31,2,-0.8,0.7783125570686419,0.4166666666666667,0,0,0,1,1,-14.35186,-14.244039
51,32,0,-0.95,0.7783125570686419,0.5416666666666666,0,0,0,1,2,-14.541338,-14.608534
51,33,2,-1.1,0.7783125570686419,0.7083333333333334,0,0,0,2,2,-14.550432,-14.541052
51,34,2,-1.1,0.7783125570686419,0.875,0,0,0,2,2,-14.364549,-14.191457
51,35,0,-1.45,0.7783125570686419,0.9285714285714286,0,1,1,3,4,-14.364549,-14.191457
51,36,2,-0.9,0.7783125570686419,1.1428571428571428,1,0,0,3,3,-13.778073,-13.120977
51,37,0,-0.9,0.7783125570686419,1.3571428571428572,1,0,0,3,3,-10.981932,-11.079113
51,38,2,-0.9,0.7783125570686419,1.5714285714285714,1,0,0,3,3,-10.981932,-11.079113
51,39,0,2.9,0.7783125570686419,0.32142857142857145,2,0,0,1,1,-10.981932,-11.079113
51,40,0,0.2,0.7783125570686419,0.0,2,1,1,1,1,-13.8058,-13.823603
51,41,2,-0.5,0.7783125570686419,0.0,2,0,0,0,0,-13.990112,-14.053022
51,42,0,-0.8,0.7783125570686419,0.07142857142857142,2,1,1,0,0,-14.43449,-14.444471
51,43,0,-0.8,0.7783125570686419,0.15384615384615385,2,1,1,0,0,-14.471025,-14.535009
51,44,2,-0.8,0.7783125570686419,0.23076923076923078,2,1,1,0,0,-14.471025,-14.535009
51,45,2,-1.0,0.7783125570686419,0.2962962962962963,2,2,2,1,1,-14.471025,-14.535009
51,46,0,-0.8,0.7783125570686419,0.38461538461538464,2,1,1,0,0,-13.841663,-13.982146
51,47,0,-0.95,0.7783125570686419,0.5,2,2,1,0,0,-14.471025,-14.535009
51,48,2,-1.1,0.7783125570686419,0.6538461538461539,2,2,2,0,0,-14.316097,-14.413063
51,49,0,-0.6,0.7783125570686419,0.8076923076923077,3,2,2,0,0,-13.899674,-14.12301
51,50,2,-0.8,0.7783125570686419,0.8620689655172413,3,3,3,1,1,-11.526938,-11.444405
