Episode,Step,Action,Reward,Epsilon,AvgWait,Phase,N_Queue,S_Queue,E_Queue,W_Queue,Q0,Q1
51,1,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-14.04441,-14.125835
51,2,2,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
51,3,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
51,4,2,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
51,5,2,-0.2,0.7783125570686419,0.0,0,1,1,1,1,-13.958508,-14.098538
51,6,2,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-14.04441,-14.125835
51,7,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
51,8,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
51,9,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
51,10,0,-0.2,0.7783125570686419,0.0,0,1,1,1,1,-13.958508,-14.098538
51,11,2,-0.0,0.7783125570686419,0.0,1,0,0,0,0,-14.04441,-14.125835
51,12,2,-0.0,0.7783125570686419,0.0,1,0,0,0,0,-12.037071,-12.207491
51,13,2,-0.0,0.7783125570686419,0.0,1,0,0,0,0,-12.037071,-12.207491
51,14,2,-0.5,0.7783125570686419,0.0,2,0,0,0,0,-12.037071,-12.207491
51,15,0,-0.7,0.7783125570686419,0.0,2,1,1,1,1,-14.43449,-14.444471
51,16,2,-0.8,0.7783125570686419,0.125,2,1,1,0,0,-13.990112,-14.053022
51,17,0,-0.8,0.7783125570686419,0.25,2,1,1,0,0,-14.471025,-14.535009
51,18,2,-0.8,0.7783125570686419,0.375,2,1,1,0,0,-14.471025,-14.535009
51,19,0,-0.8,0.7783125570686419,0.5,2,1,1,0,0,-14.471025,-14.535009
51,20,2,-1.0,0.7783125570686419,0.5,2,2,2,1,1,-14.471025,-14.535009
51,21,0,-0.8,0.7783125570686419,0.6,2,1,1,0,0,-13.841663,-13.982146
51,22,2,-1.1,0.7783125570686419,0.8,2,2,2,0,0,-14.471025,-14.535009
51,23,2,-1.1,0.7783125570686419,1.0526315789473684,2,2,2,0,0,-13.899674,-14.12301
51,24,2,-0.6,0.7783125570686419,1.3333333333333333,2,2,2,0,0,-13.899674,-14.12301
51,25,2,-0.8,0.7783125570686419,1.2727272727272727,2,3,3,1,1,-13.899674,-14.12301
51,26,2,-0.9,0.7783125570686419,1.5454545454545454,2,3,3,0,0,-12.894735,-13.3076725
51,27,2,-0.9,0.7783125570686419,1.8181818181818181,2,3,3,0,0,-12.925502,-13.434546
51,28,0,-0.9,0.7783125570686419,2.090909090909091,3,3,3,0,0,-12.925502,-13.434546
51,29,0,-0.9,0.7783125570686419,2.4761904761904763,3,3,3,0,0,-11.056118,-11.052859
51,30,2,-1.1,0.7783125570686419,2.4166666666666665,3,4,4,1,1,-11.056118,-11.052859
51,31,2,4.0,0.7783125570686419,0.5,0,1,1,0,0,-10.044313,-10.236407
51,32,2,0.55,0.7783125570686419,0.041666666666666664,0,0,0,1,0,-13.36044,-13.541234
51,33,0,-0.8,0.7783125570686419,0.125,0,0,0,1,1,-14.322612,-14.413655
51,34,0,-0.8,0.7783125570686419,0.22727272727272727,0,0,0,1,1,-14.541338,-14.608534
51,35,2,-1.0,0.7783125570686419,0.2692307692307692,0,1,1,2,2,-14.541338,-14.608534
51,36,2,-0.8,0.7783125570686419,0.34615384615384615,0,0,0,1,1,-14.35186,-14.244039
51,37,0,-0.8,0.7783125570686419,0.4230769230769231,0,0,0,1,1,-14.541338,-14.608534
51,38,2,-1.1,0.7783125570686419,0.5769230769230769,0,0,0,2,2,-14.541338,-14.608534
51,39,2,-1.1,0.7783125570686419,0.7307692307692307,0,0,0,2,2,-14.364549,-14.191457
51,40,2,-1.3,0.7783125570686419,0.7666666666666667,0,1,1,3,3,-14.364549,-14.191457
51,41,2,-0.6,0.7783125570686419,0.9,1,0,0,2,2,-14.037339,-13.575812
51,42,0,-0.75,0.7783125570686419,1.103448275862069,1,0,0,2,3,-11.481572,-11.644258
51,43,2,-0.9,0.7783125570686419,1.3103448275862069,1,0,0,3,3,-11.212494,-11.352854
51,44,2,2.7,0.7783125570686419,0.17857142857142858,2,0,0,1,1,-10.981932,-11.079113
51,45,0,-0.2,0.7783125570686419,0.0,2,1,1,1,1,-13.8058,-13.823603
51,46,0,-0.5,0.7783125570686419,0.0,2,0,0,0,0,-13.990112,-14.053022
51,47,0,-0.5,0.7783125570686419,0.0,2,0,0,0,0,-14.43449,-14.444471
51,48,0,-0.8,0.7783125570686419,0.07692307692307693,2,1,1,0,0,-14.43449,-14.444471
51,49,2,-0.8,0.7783125570686419,0.16666666666666666,2,1,1,0,0,-14.471025,-14.535009
51,50,0,-1.0,0.7783125570686419,0.21428571428571427,2,2,2,1,1,-14.471025,-14.535009
52,1,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-14.04441,-14.125835
52,2,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
52,3,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
52,4,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
52,5,2,-0.2,0.7783125570686419,0.0,0,1,1,1,1,-13.958508,-14.098538
52,6,2,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-14.04441,-14.125835
52,7,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
52,8,2,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
52,9,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
52,10,0,-0.2,0.7783125570686419,0.0,0,1,1,1,1,-13.958508,-14.098538
52,11,2,-0.0,0.7783125570686419,0.0,1,0,0,0,0,-14.04441,-14.125835
52,12,0,-0.0,0.7783125570686419,0.0,1,0,0,0,0,-12.037071,-12.207491
52,13,0,-0.0,0.7783125570686419,0.0,1,0,0,0,0,-12.037071,-12.207491
52,14,2,-0.5,0.7783125570686419,0.0,2,0,0,0,0,-12.037071,-12.207491
52,15,0,-0.7,0.7783125570686419,0.0,2,1,1,1,1,-14.43449,-14.444471
52,16,2,-0.8,0.7783125570686419,0.125,2,1,1,0,0,-13.990112,-14.053022
52,17,2,-0.8,0.7783125570686419,0.25,2,1,1,0,0,-14.471025,-14.535009
52,18,2,-0.8,0.7783125570686419,0.375,2,1,1,0,0,-14.471025,-14.535009
52,19,2,-0.8,0.7783125570686419,0.5,2,1,1,0,0,-14.471025,-14.535009
52,20,0,-1.0,0.7783125570686419,0.5,2,2,2,1,1,-14.471025,-14.535009
52,21,2,-0.8,0.7783125570686419,0.6,2,1,1,0,0,-13.841663,-13.982146
52,22,2,-1.1,0.7783125570686419,0.8,2,2,2,0,0,-14.471025,-14.535009
52,23,2,-1.1,0.7783125570686419,1.0526315789473684,2,2,2,0,0,-13.899674,-14.12301
52,24,2,-0.6,0.7783125570686419,1.3333333333333333,2,2,2,0,0,-13.899674,-14.12301
52,25,0,-0.8,0.7783125570686419,1.2727272727272727,3,3,3,1,1,-13.899674,-14.12301
52,26,2,-0.9,0.7783125570686419,1.5454545454545454,3,3,3,0,0,-10.512305,-10.624274
52,27,0,-0.9,0.7783125570686419,1.8181818181818181,3,3,3,0,0,-11.056118,-11.052859
52,28,0,2.8,0.7783125570686419,0.2727272727272727,0,1,1,0,0,-11.056118,-11.052859
52,29,0,0.1,0.7783125570686419,0.0,0,0,0,0,0,-13.36044,-13.541234
52,30,2,-0.7,0.7783125570686419,0.0,0,1,1,1,1,-13.958508,-14.098538
52,31,0,-0.5,0.7783125570686419,0.0,0,0,0,0,0,-14.04441,-14.125835
52,32,0,-0.65,0.7783125570686419,0.041666666666666664,0,0,0,1,0,-13.958508,-14.098538
52,33,0,-0.8,0.7783125570686419,0.125,0,0,0,1,1,-14.322612,-14.413655
52,34,2,-0.8,0.7783125570686419,0.22727272727272727,0,0,0,1,1,-14.541338,-14.608534
52,35,2,-1.0,0.7783125570686419,0.2692307692307692,0,1,1,2,2,-14.541338,-14.608534
52,36,2,-0.8,0.7783125570686419,0.34615384615384615,0,0,0,1,1,-14.35186,-14.244039
52,37,2,-0.8,0.7783125570686419,0.4230769230769231,0,0,0,1,1,-14.541338,-14.608534
52,38,0,-0.6,0.7783125570686419,0.5769230769230769,0,0,0,2,2,-14.541338,-14.608534
52,39,0,-0.6,0.7783125570686419,0.76,0,0,0,2,2,-14.364549,-14.191457
52,40,2,-0.8,0.7783125570686419,0.7931034482758621,1,1,1,3,3,-14.364549,-14.191457
52,41,0,-0.6,0.7783125570686419,0.9310344827586207,1,0,0,2,2,-10.842104,-11.017122
52,42,2,-0.9,0.7783125570686419,1.1379310344827587,1,0,1,2,3,-11.481572,-11.644258
52,43,0,2.15,0.7783125570686419,0.1724137931034483,2,0,1,1,1,-11.2062025,-11.377409
52,44,0,-0.35,0.7783125570686419,0.12,2,0,1,0,0,-13.946492,-13.9827
52,45,2,-0.85,0.7783125570686419,0.14285714285714285,2,1,2,1,1,-14.505708,-14.54128
52,46,2,-0.8,0.7783125570686419,0.24,2,1,1,0,0,-14.095665,-14.170251
52,47,0,-0.8,0.7783125570686419,0.3333333333333333,2,1,1,0,0,-14.471025,-14.535009
52,48,2,-0.8,0.7783125570686419,0.4166666666666667,2,1,1,0,0,-14.471025,-14.535009
52,49,0,-0.95,0.7783125570686419,0.5652173913043478,2,1,2,0,0,-14.471025,-14.535009
52,50,0,-1.15,0.7783125570686419,0.5925925925925926,2,2,3,1,1,-14.327343,-14.426344
53,1,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-14.04441,-14.125835
53,2,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
53,3,2,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
53,4,2,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
53,5,0,-0.2,0.7783125570686419,0.0,0,1,1,1,1,-13.958508,-14.098538
53,6,2,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-14.04441,-14.125835
53,7,2,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
53,8,2,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
53,9,0,-0.0,0.7783125570686419,0.0,0,0,0,0,0,-13.958508,-14.098538
53,10,0,-0.2,0.7783125570686419,0.0,0,1,1,1,1,-13.958508,-14.098538
53,11,2,-0.0,0.7783125570686419,0.0,1,0,0,0,0,-14.04441,-14.125835
53,12,0,-0.0,0.7783125570686419,0.0,1,0,0,0,0,-12.037071,-12.207491
53,13,0,-0.0,0.7783125570686419,0.0,1,0,0,0,0,-12.037071,-12.207491
53,14,0,-0.5,0.7783125570686419,0.0,2,0,0,0,0,-12.037071,-12.207491
53,15,0,-0.7,0.7783125570686419,0.0,2,1,1,1,1,-14.43449,-14.444471
53,16,0,-0.8,0.7783125570686419,0.125,2,1,1,0,0,-13.990112,-14.053022
53,17,2,-0.8,0.7783125570686419,0.25,2,1,1,0,0,-14.471025,-14.535009
53,18,2,-0.8,0.7783125570686419,0.375,2,1,1,0,0,-14.471025,-14.535009
53,19,2,-0.8,0.7783125570686419,0.5,2,1,1,0,0,-14.471025,-14.535009
53,20,0,-1.0,0.7783125570686419,0.5,2,2,2,1,1,-14.471025,-14.535009
53,21,0,-0.8,0.7783125570686419,0.6,2,1,1,0,0,-13.841663,-13.982146
53,22,0,-1.1,0.7783125570686419,0.8,2,2,2,0,0,-14.471025,-14.535009
53,23,0,-1.1,0.7783125570686419,1.0526315789473684,2,2,2,0,0,-13.899674,-14.12301
53,24,0,-0.6,0.7783125570686419,1.3333333333333333,3,2,2,0,0,-13.899674,-14.12301
53,25,2,-0.8,0.7783125570686419,1.2727272727272727,3,3,3,1,1,-11.526938,-11.444405
53,26,2,-0.9,0.7783125570686419,1.5454545454545454,3,3,3,0,0,-10.512305,-10.624274
53,27,2,2.1,0.7783125570686419,0.2727272727272727,0,1,1,1,1,-11.056118,-11.052859
53,28,0,-0.4,0.7744209942832987,0.18181818181818182,0,0,0,1,1,-14.04441,-14.125835
53,29,2,-0.8,0.7705488893118821,0.2857142857142857,0,0,0,1,1,-14.490989,-14.554943
53,30,2,-1.0,0.7666961448653228,0.3333333333333333,0,1,1,2,2,-14.44093,-14.501969
53,31,2,-0.8,0.7628626641409961,0.4166666666666667,0,0,0,1,1,-14.2056,-14.082707
53,32,0,-0.95,0.7590483508202911,0.5416666666666666,0,0,0,1,2,-14.345744,-14.400937
53,33,2,-1.1,0.7552531090661896,0.7083333333333334,0,0,0,2,2,-14.319215,-14.296757
53,34,2,-1.1,0.7514768435208586,0.875,0,0,0,2,2,-14.100075,-13.914524
53,35,2,-1.45,0.7477194593032543,0.9285714285714286,0,1,1,3,4,-14.07108,-13.891747
53,36,2,-1.4,0.7439808620067381,1.1428571428571428,0,0,0,3,3,-13.462617,-12.816985
53,37,2,-0.9,0.7402609576967044,1.3571428571428572,1,0,0,3,3,-13.581828,-13.052643
53,38,2,-0.9,0.7365596529082209,1.5714285714285714,1,0,0,3,3,-10.694887,-10.837081
53,39,2,-0.9,0.7328768546436798,1.9230769230769231,1,0,0,3,3,-10.696749,-10.85004
53,40,2,3.1,0.7292124703704614,0.36666666666666664,2,1,1,2,2,-10.702024,-10.86672
53,41,0,0.6,0.7255664080186092,0.0,2,0,0,0,0,-12.950127,-13.123812
53,42,0,-0.5,0.7219385759785161,0.0,2,0,0,0,0,-14.087564,-14.201795
53,43,0,-0.65,0.7183288830986235,0.034482758620689655,2,1,0,0,0,-14.102306,-14.2260685
53,44,0,-0.8,0.7147372386831304,0.11538461538461539,2,1,1,0,0,-14.13016,-14.277846
53,45,2,-1.0,0.7111635524897147,0.17857142857142858,2,2,2,1,1,-14.1519985,-14.328402
53,46,2,-0.8,0.7076077347272661,0.2692307692307692,2,1,1,0,0,-13.60927,-13.864259
53,47,2,-0.95,0.7040696960536298,0.38461538461538464,2,2,1,0,0,-14.188653,-14.37007
53,48,2,-1.1,0.7005493475733616,0.5384615384615384,2,2,2,0,0,-14.004611,-14.225435
53,49,0,-1.1,0.6970466008354949,0.6923076923076923,2,2,2,0,0,-13.655012,-13.969661
53,50,0,-0.8,0.6935613678313174,0.7586206896551724,3,3,3,1,1,-13.671158,-13.980512
54,1,0,-0.0,0.6900935609921608,0.0,0,0,0,0,0,-13.672732,-13.78194
54,2,0,-0.0,0.6866430931872,0.0,0,0,0,0,0,-13.588278,-13.75759
54,3,2,-0.0,0.683209877721264,0.0,0,0,0,0,0,-13.583763,-13.74835
54,4,0,-0.0,0.6797938283326577,0.0,0,0,0,0,0,-13.574803,-13.733799
54,5,2,-0.2,0.6763948591909944,0.0,0,1,1,1,1,-13.562028,-13.714993
54,6,0,-0.0,0.6730128848950394,0.0,0,0,0,0,0,-13.631365,-13.714436
54,7,2,-0.0,0.6696478204705643,0.0,0,0,0,0,0,-13.534784,-13.677895
54,8,0,-0.0,0.6662995813682114,0.0,0,0,0,0,0,-13.520387,-13.658776
54,9,2,-0.0,0.6629680834613704,0.0,0,0,0,0,0,-13.504694,-13.639914
54,10,0,-0.2,0.6596532430440635,0.0,0,1,1,1,1,-13.489044,-13.620949
54,11,0,-0.0,0.6563549768288431,0.0,0,0,0,0,0,-13.5577755,-13.620055
54,12,0,-0.0,0.6530732019446989,0.0,0,0,0,0,0,-13.467499,-13.59214
54,13,0,-0.0,0.6498078359349754,0.0,0,0,0,0,0,-13.461401,-13.581757
54,14,2,-0.0,0.6465587967553005,0.0,1,0,0,0,0,-13.458404,-13.575368
54,15,2,-0.2,0.643326002771524,0.0,1,1,1,1,1,-11.775883,-11.953106
54,16,2,-0.45,0.6401093727576663,0.1875,1,1,1,0,1,-11.275601,-11.5196295
54,17,0,-0.7,0.636908825893878,0.25,2,1,1,0,0,-11.379139,-11.61027
54,18,0,-0.8,0.6337242817644085,0.375,2,1,1,0,0,-14.196796,-14.359257
54,19,0,-0.8,0.6305556603555865,0.5,2,1,1,0,0,-14.202146,-14.367087
54,20,0,-1.0,0.6274028820538086,0.5,2,2,2,1,1,-14.210159,-14.378526
54,21,0,-0.8,0.6242658676435395,0.6,2,1,1,0,0,-13.634835,-13.888134
54,22,2,-1.1,0.6211445383053218,0.8,2,2,2,0,0,-14.217958,-14.388557
54,23,0,-1.1,0.6180388156137951,1.0,2,2,2,0,0,-13.56356,-13.896453
54,24,0,-1.1,0.6149486215357262,1.2,2,2,2,0,0,-13.566626,-13.901356
54,25,0,-1.3,0.6118738784280475,1.1666666666666667,2,3,3,1,1,-13.569885,-13.903314
